date,Strategy,IQ Hedge Multi-Strategy Tracker ETF (QAI),MSCI World Index
2020-03-31,0.3026491521404515,-0.05634608740715186,-0.13731570325298348
2022-09-30,0.06972328188900767,-0.039808179914011976,-0.0974316065548102
2022-06-30,0.02316421824711168,-0.033679580927180486,-0.0858442732188539
2020-02-29,0.04812200913328635,-0.01469769552899336,-0.08209516308044795
2022-04-30,0.01938550528446381,-0.03339782029480398,-0.08135645623700005
